"Date","daily_AirTemp_C","daily_RH_percent","daily_Rain_Total_mm","daily_WindSpeed_Average_m_s","daily_WindDir_degrees","daily_ShortwaveRadiationDown_Average_W_m2","daily_InfraredRadiationDown_Average_W_m2","daily_PAR_Average_umol_s_m2"
2020-10-18,9.20567152777778,76.6947708333333,0,1.43609236111111,215.251502777778,11.1058513888889,389.777638888889,305.666060097834
2020-10-19,12.6817784722222,81.3107986111111,0,1.44639861111111,217.423245138889,9.13539930555556,395.336458333333,296.25267270195
2020-10-20,15.3997638888889,82.1265416666667,0,1.34161944444444,251.301377777778,10.2937472222222,407.417197527711,291.842700699301
2020-10-21,18.013375,81.5064166666667,0,1.39072986111111,256.060415277778,7.87139375,417.94090797009,293.639319163763
2020-10-22,18.4546805555556,82.7404444444444,0,1.39188125,264.741727777778,8.17280625,419.637599471836,289.209967899512
2020-10-23,18.2466458333333,83.2983055555556,0,1.30037291666667,247.750988888889,8.78909722222222,414.313967373708,281.874477684798
2020-10-24,19.0034236111111,81.1355902777778,4.572,1.86979930555556,190.335190277778,6.34454652777778,414.125538662381,204.634635983264
2020-10-25,10.6601388888889,99.54875,16.51,1.17244375,200.287609027778,3.30658333333333,367.986059384782,48.3027166666667
2020-10-26,13.4806180555556,92.3036666666667,0,1.32855972222222,210.455940972222,7.39795,397.77285815146,257.904757132916
2020-10-27,16.1551111111111,92.8259305555556,0,1.56712777777778,243.005611111111,4.31815625,407.409099019077,109.803737246681
2020-10-28,16.6027569444444,95.0596180555555,0.762,1.05397708333333,236.147775,2.89311805555556,404.661508238395,69.2417840277778
2020-10-29,19.42375,92.1010138888889,50.8,2.17095138888889,196.756960416667,3.54180902777778,415.615347067186,91.2661548117155
2020-10-30,11.5135590277778,59.2467638888889,0.254,3.26770902777778,170.7360625,6.65892708333333,385.593402010035,180.35615932914
2020-10-31,6.53291388888889,68.7732291666667,0,1.69632152777778,193.774990277778,9.73346319444444,383.917569444444,217.406460893855
2020-11-01,10.1865881944444,65.4110694444445,13.462,2.27842291666667,157.427550694444,7.21969861111111,388.796710918863,185.130224570674
2020-11-02,4.51286527777778,35.3763958333333,0,2.84514930555556,141.003370833333,9.80501736111111,364.325328257454,NA
2020-11-03,9.61313958333333,37.6208333333333,0,3.12295694444444,192.008402777778,8.31746180555556,374.631977790584,NA
2020-11-04,11.3799965277778,56.8986805555556,0,1.93675138888889,259.647888194444,6.76061597222222,382.365486111111,NA
2020-11-05,11.5595333333333,68.4076736111111,0,1.75202777777778,284.0468875,6.40825555555556,383.564583333333,NA
2020-11-06,13.6825416666667,62.8393263888889,0,2.1554875,284.004144444444,6.14322638888889,387.9875,NA
2020-11-07,14.6959828555556,76.8266805555556,0,1.90328819444444,291.96831875,5.23839583333333,394.192196219757,NA
2020-11-08,15.4804236111111,86.9895972222222,0,1.76452847222222,290.701072222222,5.37503680555556,396.99160345609,NA
2020-11-09,16.4646180555556,83.855125,0,1.55400555555556,261.096295833333,5.56123888888889,401.897882581785,NA
2020-11-10,18.3726180555556,86.9193611111111,1.27,1.40032847222222,215.751974305556,3.74102083333333,409.620258826724,NA
2020-11-11,19.2621388888889,99.7134722222222,64.516,1.71158819444444,199.917292361111,0.596072222222222,414.035694444444,NA
2020-11-12,15.3754583333333,99.7584722222222,34.29,2.0814,214.072235416667,2.00217986111111,393.137308261213,NA
2020-11-13,13.111875,68.2101111111111,0.508,1.54710138888889,165.648793055556,6.54694444444444,380.959141175195,NA
2020-11-14,10.2927743055556,65.8302638888889,0,1.42997361111111,194.765432638889,6.44737708333333,384.018143908184,NA
2020-11-15,13.4158611111111,73.3277361111111,0,3.44116666666667,165.552999305556,1.76632430555556,388.208064545509,NA
2020-11-16,9.61367361111111,30.6266388888889,0,2.67302361111111,137.406775,7.19455555555556,377.287430555556,NA
2020-11-17,6.46343958333333,41.7918333333333,0,3.05633402777778,132.230633333333,6.41697916666667,370.992291666667,NA
2020-11-18,2.81888402777778,48.3793819444444,0,2.58215625,182.233629861111,7.68847430555556,362.548472222222,NA
2020-11-19,4.41548541666667,58.8332430555556,0,1.56846388888889,212.7766375,6.61933402777778,360.355683650958,NA
2020-11-20,11.2626565388889,49.6478263888889,0,2.41605277777778,197.247645833333,5.23517152777778,376.46137068435,NA
2020-11-21,14.1524930555556,66.4332152777778,0,2.92213194444444,227.048216666667,4.76902222222222,385.710396009979,NA
2020-11-22,13.5418194444444,77.9393263888889,0,1.29266736111111,195.868169444444,3.88993680555556,383.068511383968,NA
2020-11-23,7.74405555555556,62.2409305555556,0.762,2.87002777777778,149.730626388889,6.76821527777778,365.878464642903,NA
2020-11-24,5.17649753347428,63.9659408033827,0.762,1.56950208333333,214.1764375,6.03128205128205,363.136396011396,121.224017160686
2020-11-25,7.83829652777778,74.2594375,0,2.13400208333333,206.764256944444,3.36869305555556,368.300902777778,82.9325868055556
2020-11-26,13.1702438888889,77.5840763888889,0,1.92234513888889,228.5180875,4.21695416666667,382.823410862472,202.911259259259
2020-11-27,9.88758472222222,81.6262708333333,0,1.94814375,262.115588888889,4.72835833333333,376.241388888889,182.79841160028
2020-11-28,9.28989861111111,62.0343611111111,0,2.32790625,199.163169444444,5.57002152777778,374.060347222222,201.181987430168
2020-11-29,7.62299513888889,65.161625,5.842,1.81789166666667,231.344278472222,4.96620416666667,363.292153567445,168.639998607242
2020-11-30,7.45708888888889,83.5131388888889,30.734,2.09898333333333,166.290066666667,3.44342083333333,357.249188049795,91.1395658536585
2020-12-01,0.899670138888889,57.7450763888889,0,3.14774861111111,134.960514583333,4.11561041666667,356.719027777778,44.9792707275804
2020-12-02,2.385575,44.9590833333333,0,3.44238958333333,151.841738194444,6.27431875,353.813819444444,NA
2020-12-03,5.01117430555556,46.3540972222222,0,1.99414652777778,202.777308333333,4.90424097222222,356.194778434036,NA
2020-12-04,8.1258875,71.2775555555556,30.48,1.40377569444444,226.166958333333,2.29055555555556,363.172986111111,NA
2020-12-05,6.09230555555556,64.4018194444444,2.286,2.73104097222222,153.383526388889,3.25381875,358.63625,NA
2020-12-06,3.83692222222222,67.9334097222222,0,1.88360486111111,201.244427777778,5.14619722222222,353.598819444444,NA
2020-12-07,1.05361458333333,79.7689444444444,1.016,2.24768472222222,190.286722222222,2.87595486111111,349.725763888889,NA
2020-12-08,-0.0841881944444444,56.9452777777778,0.254,4.31053611111111,164.959159722222,6.00468125,344.651597222222,NA
2020-12-09,3.80058194444444,60.7106180555556,0,3.21479166666667,131.440734027778,4.76458472222222,347.155625,NA
2020-12-10,8.31814108222222,65.4474444444444,0,1.61120416666667,221.158847916667,3.46096597222222,354.906319444444,NA
2020-12-11,8.11357222222222,75.9852986111111,0,1.633875,273.837007638889,4.06757152777778,356.589305555556,NA
2020-12-12,11.1115145833333,76.9600138888889,0,2.05310555555556,241.026648611111,3.58043125,362.325694444444,NA
2020-12-13,11.5486708333333,74.2976805555556,0,1.90012916666667,217.658938888889,3.80597083333333,365.397430555556,NA
2020-12-14,5.61895763888889,78.8773680555556,30.734,3.2581,207.28819375,4.02994930555556,355.727847222222,NA
2020-12-15,0.628702777777778,68.3178125,0,1.68613958333333,181.381104166667,5.71643819444444,344.006458333333,NA
2020-12-16,-0.391261805555556,87.9653263888889,11.938,0.794623611111111,138.042458333333,1.76954027777778,340.814305555556,NA
2020-12-17,3.03026527777778,76.6135763888889,7.874,1.43399513888889,140.471847222222,3.31408125,345.800347222222,NA
2020-12-18,0.31239375,69.3799791666667,0,2.88694166666667,162.958792361111,4.54737569444444,340.608680555556,NA
2020-12-19,-0.18171875,80.8745277777778,0,1.38782222222222,200.36745625,5.36289027777778,338.403958333333,NA
2020-12-20,3.91725763888889,80.0936111111111,0,1.35756180555556,192.837943055556,3.74214166666667,349.445694444444,NA
2020-12-21,6.81694375,66.6753472222222,0,1.95363263888889,149.745215972222,3.88375277777778,351.405277777778,NA
2020-12-22,5.37566041666667,54.0967569444444,0,2.62476666666667,170.01415625,5.2446875,348.252777777778,NA
2020-12-23,3.9406625,67.1193888888889,0,2.25322361111111,221.304578472222,5.44903402777778,342.873263888889,NA
2020-12-24,8.20743333333333,97.1175694444444,15.24,3.19612847222222,198.142544444444,0.91118125,355.417291666667,NA
2020-12-25,-5.07591458333333,66.3305208333333,0,3.12850277777778,138.246519444444,7.79203263888889,334.20625,NA
2020-12-26,-5.25292638888889,57.1474583333333,0,2.85874652777778,105.466038194444,7.66841944444444,327.790208333333,NA
2020-12-27,0.154817361111111,69.2276666666667,0,1.5309375,217.259334027778,5.85110625,330.490486111111,NA
2020-12-28,4.80934930555556,72.9484375,0,2.28243055555556,159.199826388889,4.15564791666667,337.44875,NA
2020-12-29,2.29318194444444,59.3080763888889,0,1.80924097222222,200.004061111111,4.83813611111111,336.280972222222,NA
2020-12-30,1.51859722222222,59.7573888888889,0,1.95022291666667,203.753915972222,4.89060694444444,337.863958333333,NA
2020-12-31,10.1420931033333,77.52675,0,1.70096944444444,200.660755555556,3.50230277777778,366.34615141579,NA
2021-01-01,2.01901597222222,98.2979166666667,15.494,1.33209027777778,208.377072916667,1.19045138888889,343.043464365799,0.12706254343294
2021-01-02,8.78059513888889,84.7256458333333,0,2.26335625,195.075491666667,4.18111875,356.373112302604,0.173216666666667
2021-01-03,6.13440208333333,89.4278333333333,3.302,1.40389097222222,177.758815277778,2.70079444444444,353.228187363413,0.137340277777778
2021-01-04,2.92055625,78.1308611111111,0,1.41123888888889,188.520734722222,3.18653819444444,344.872847222222,0.133654166666667
2021-01-05,3.55887430555556,75.4070763888889,0,2.06844444444444,188.867273611111,3.87103541666667,340.114762381806,0.142372916666667
2021-01-06,2.71047569444444,63.9482361111111,0,3.02018125,144.0315625,5.23242638888889,341.205822694399,0.129925694444444
2021-01-07,1.86376666666667,71.4852708333333,0,2.04749722222222,189.820988888889,4.31734791666667,336.934924206878,0.126522916666667
2021-01-08,1.65103958333333,78.4382222222222,2.032,1.94215694444444,192.166920138889,2.46503611111111,338.497091592741,0.148294444444444
2021-01-09,1.2595375,60.0119861111111,0,4.99977430555556,201.548596527778,6.14770763888889,339.159166666667,0.17288125
2021-01-10,0.814138888888889,65.411125,0,2.73368819444444,204.104488194444,5.46193541666667,336.677777777778,0.132161111111111
2021-01-11,1.03404583333333,86.7026944444444,0.508,1.66239444444444,184.317972222222,2.64901180555556,327.762328029563,0.134415972222222
2021-01-12,4.07350277777778,69.6389444444444,0,2.61171944444444,158.850164583333,4.91882986111111,341.447296747667,0.134745138888889
2021-01-13,2.70714483111111,59.5702361111111,0,2.54545,187.946880555556,5.10281180555556,337.387916666667,0.136340972222222
2021-01-14,3.77149097222222,50.2703819444444,0,2.66238680555556,209.052481944444,5.22376388888889,339.679236111111,0.144754166666667
2021-01-15,0.435061805555556,96.5888194444444,3.81,1.80200694444444,237.544452083333,2.50447847222222,331.854305555556,0.131777777777778
2021-01-16,0.831928472222222,75.0899097222222,0.508,2.36064513888889,138.428366666667,4.55519236111111,334.419652777778,0.131650694444444
2021-01-17,2.54243958333333,62.6328125,0,1.80160694444444,114.097421527778,3.86162222222222,339.784236111111,0.153965277777778
2021-01-18,1.27313611111111,59.4960694444444,0,2.01446458333333,135.242608333333,3.42127222222222,336.146736111111,0.140058333333333
2021-01-19,3.51533680555556,61.8186458333333,0,1.76522430555556,191.78155,4.94350277777778,338.659236111111,0.136798611111111
2021-01-20,2.50241805555556,52.0133958333333,0,2.74063819444444,176.231442361111,5.81665069444444,336.039236111111,0.156901388888889
2021-01-21,4.54610902777778,55.9601666666667,0,2.55184722222222,110.546145138889,6.8230875,341.184791666667,0.188953472222222
2021-01-22,4.83315833333333,49.5212083333333,0,2.27254027777778,125.4785375,6.17016180555556,340.636180555556,0.150897916666667
2021-01-23,-0.21473125,40.0391111111111,0,2.577325,160.608210416667,7.39056180555556,329.939027777778,0.15319375
2021-01-24,-0.393782638888889,47.8855625,0,1.50043541666667,208.940293055556,4.00790069444444,329.331319444444,0.170157638888889
2021-01-25,2.12424791666667,84.9565625,19.304,1.40604305555556,167.181115277778,0.805548611111111,338.393472222222,0.174729861111111
2021-01-26,1.72743611111111,99.5632638888889,29.972,1.26794236111111,214.561592361111,3.56748263888889,338.296944444444,0.19028125
2021-01-27,5.52902430555556,70.5605208333333,2.032,2.13923121387283,187.912721098266,5.24947569444444,342.99081102859,0.186404861111111
2021-01-28,-2.68222430555556,70.3493541666667,0.254,4.14134316037736,150.711619103774,23.0954965277778,325.831805555556,0.169580555555556
2021-01-29,-3.93335347222222,49.1331875,0,2.42374166666667,146.398488194444,10.1889638888889,325.153958333333,0.193976388888889
2021-01-30,-1.88401180555556,53.0228819444444,0.254,1.75639444444444,186.9131375,7.08476944444444,324.328888888889,0.227630555555556
2021-01-31,-1.83606111111111,99.4025,0.254,1.51678333333333,212.048321527778,5.63890208333333,325.483125,0.237384027777778
2021-02-01,-0.178318055555556,86.0542569444444,8.636,3.82524236111111,222.153265972222,8.22869166666667,330.715,0.259052083333333
2021-02-02,-1.67716805555556,62.4602708333333,0,5.22525138888889,134.895354861111,8.6450875,313.845995541929,0.240536805555556
2021-02-03,-0.386172916666667,41.9291111111111,0,3.09714097222222,157.391875694444,11.9611486111111,328.148402777778,0.303613194444444
2021-02-04,2.03048958333333,40.2485138888889,0,3.15370694444444,191.094152777778,6.31543819444444,333.726111111111,0.319032638888889
2021-02-05,4.24338958333333,58.2929583333333,0.762,2.17389791666667,159.264635416667,8.40697152777778,337.872733024737,0.322184722222222
2021-02-06,3.79818888888889,45.8404444444444,0,2.18326875,144.634321527778,5.67523333333333,337.70195707294,0.312771527777778
2021-02-07,0.720845833333333,78.0309166666667,5.842,2.85098472222222,193.652130555556,11.2623395833333,332.64525460956,0.259635416666667
2021-02-08,-0.591462196861626,64.4197432239658,0,1.8071697574893,199.417135520685,10.9349848812095,321.818142548596,181.148191397849
2021-02-09,6.06346041666667,71.2817013888889,0,1.74441111111111,199.037327083333,6.58558333333333,345.005884396564,246.698994417306
2021-02-10,3.39358194444444,76.4000138888889,0,1.74697430555556,206.049922222222,2.31818680555556,331.638326978177,82.9331390820584
2021-02-11,1.63907777777778,98.969375,10.16,1.24951458333333,193.743075694444,1.09957152777778,323.319621689626,32.7283361111111
2021-02-12,-1.96573402777778,98.9638888888889,0,1.05692569444444,205.3852,2.49564791666667,306.654474297817,48.2235708333333
2021-02-13,-0.3537375,99.5066666666667,10.668,0.903763218390805,223.806597701149,2.15818541666667,314.02150675687,59.6089590277778
2021-02-14,0.905529861111111,99.5184722222222,15.24,0.694399425287356,222.242841954023,2.41641041666667,319.846496850404,66.4881347222222
2021-02-15,0.484179861111111,99.5309027777778,13.716,1.12978333333333,211.792968055556,1.86091111111111,317.887196338391,51.5909166666667
2021-02-16,0.8624875,79.2717361111111,1.016,1.99545486111111,170.222001388889,7.34830555555556,338.645900701067,218.173616457462
2021-02-17,-2.60310625,56.2729236111111,0,2.31776458333333,191.631931944444,11.6141965277778,330.863888888889,233.582939986043
2021-02-18,-1.31202916666667,94.9157083333333,0,1.55481203007519,213.793231203008,1.88969166666667,330.254722222222,39.21914375
2021-02-19,0.616022222222222,82.0084791666667,20.828,3.2838819523269,150.581286038593,10.6318305555556,335.126388888889,241.601175034868
2021-02-20,-3.71679097222222,56.6538194444444,0,2.83728888888889,177.245427083333,14.3987944444444,327.424305555556,322.999719273743
2021-02-21,-2.37694166666667,56.1102430555556,0,1.79257777777778,195.673997916667,10.6012111111111,305.187667205849,299.697004201681
2021-02-22,3.88315763888889,65.7600833333333,6.604,2.64994930555556,156.269102083333,7.19083402777778,330.444255805526,126.696908647141
2021-02-23,7.85083630111111,47.4224583333333,0,2.22790347222222,145.631040972222,11.9818743055556,356.06570353087,338.964674125874
2021-02-24,9.24717109444444,52.6111597222222,0,2.60865902777778,235.383245138889,13.0516361111111,350.623611111111,347.865139958013
2021-02-25,9.51187898333333,41.7350069444444,0,2.77562916666667,203.532540277778,12.3465493055556,361.671417808058,350.818008397481
2021-02-26,3.94031041666667,66.6368541666667,5.588,1.72335833333333,202.478491666667,2.36876207137859,334.311859087015,58.5748076388889
2021-02-27,5.70365208333333,96.7823611111111,11.176,1.11228888888889,194.82614375,3.32534583333333,353.453645656889,121.44025
2021-02-28,9.51703472222222,99.5888194444444,8.636,1.46153541666667,221.560964583333,1.51365138888889,364.847291666667,61.2942826388889
2021-03-01,9.66533402777778,67.8259930555556,6.096,2.68982847222222,130.437545833333,3.09428819444444,360.406180555556,71.1116406685237
2021-03-02,2.26057222222222,45.8963611111111,0,2.2202375,200.476874305556,9.95187569444444,347.735277777778,274.423085953878
2021-03-03,6.34377274111111,42.5798055555556,0,2.32033541666667,197.952889583333,13.9298965277778,354.153170595468,388.169239130435
2021-03-04,8.24881063333333,39.4295833333333,0,2.7183625,171.543936111111,13.2003770833333,355.781967100263,500.712692167577
2021-03-05,1.77509166666667,37.5934097222222,0,2.72357430555556,161.387045833333,14.9055618055556,347.634996963986,445.093016778523
2021-03-06,3.68005,33.2321319444444,0,2.5997125,152.147277083333,14.4380944444444,349.837986111111,361.707149232915
2021-03-07,2.56317222222222,38.28725,0,1.96280069444444,186.840413888889,14.2858694444444,348.524027777778,369.363853948288
2021-03-08,4.86749097222222,39.1520541666667,0,2.05128333333333,254.98989375,14.4969145833333,353.139583333333,378.634794836008
2021-03-09,10.9581373655556,31.0075555555556,0,2.15498263888889,205.729836805556,11.41450625,365.752780187636,368.115380818054
2021-03-10,11.8048319444444,37.7174444444444,0,2.16957708333333,254.708540972222,11.0456986111111,370.30375,498.897584545455
2021-03-11,13.8991031,50.2973611111111,0,2.02860625,255.645251388889,8.09376180555556,378.954826969942,334.089323549965
2021-03-12,15.5982916666667,56.5699236111111,0,2.4258125,134.675838194444,3.65328888888889,392.556865209712,122.234375348189
2021-03-13,11.3165333333333,35.6070486111111,0,2.38389583333333,202.285642361111,7.3378875,371.793938199992,219.065414345404
2021-03-14,10.62543125,28.9248125,0,3.64342777777778,185.28580625,7.39682916666667,367.197657291072,245.696437325905
2021-03-15,5.73986944444444,34.0837013888889,1.27,1.81357777777778,197.58695,6.08276736111111,345.984405296363,165.657760416667
2021-03-16,3.58791666666667,90.6307777777778,0,1.86088333333333,198.1298,6.20443541666667,358.998333333333,182.580768055556
2021-03-17,7.80335763888889,90.3414722222222,1.27,1.85256805555556,189.53514375,9.78209583333333,369.643055555556,340.661520194986
2021-03-18,8.19683680555556,99.7908333333333,18.796,1.92709375,215.479419444444,2.17777222222222,368.855694444444,80.0101545386347
2021-03-19,6.57399791666667,56.7859375,11.684,3.91794444444444,240.610331944444,15.6316284722222,365.818402777778,390.59668641115
2021-03-20,4.92251111111111,45.5074861111111,0,1.52931875,203.809424305556,16.1464048611111,356.568806188942,409.473336357292
2021-03-21,7.28211666666667,44.070375,0,1.75371944444444,224.261731944444,15.9425284722222,354.336982712542,422.388763268156
2021-03-22,10.0810319444444,45.1162777777778,0,2.04800208333333,230.098190277778,15.1107166666667,373.781081706791,423.228818308875
2021-03-23,10.0192534722222,86.8119930555556,3.81,1.64333055555556,242.984559027778,3.60799236111111,376.471388888889,105.251845833333
2021-03-24,12.035125,96.6789583333333,0.508,1.29011388888889,228.628502083333,6.04521388888889,383.580555555556,169.81919944212
2021-03-25,13.4998472222222,98.0656944444444,8.382,2.2039375,236.256527083333,3.00119097222222,383.189722222222,100.328641811847
2021-03-26,17.7807986111111,61.6377291666667,3.048,2.72361388888889,183.548986111111,13.0385319444444,395.326666666667,389.926600699301
2021-03-27,12.9286787111111,79.1177361111111,7.874,1.74500902777778,222.624807638889,7.01699444444444,385.294107737275,235.868936022253
2021-03-28,13.3998534722222,81.7332986111111,10.414,2.40141736111111,168.999402083333,4.03422222222222,386.164777304874,113.155472144847
2021-03-29,7.82337847222222,42.4871875,0,2.32475763888889,185.52578125,16.4453388888889,378.340833333333,440.748028651293
2021-03-30,11.6984388888889,51.9707430555556,0,2.48733888888889,238.182782638889,16.5760166666667,381.584513888889,453.396824965133
2021-03-31,13.5742854166667,89.4894375,12.954,2.27013888888889,174.912215972222,3.22985069444444,390.458611111111,101.840512874043
2021-04-01,2.80399791666667,48.9529097222222,0.508,4.61828125,153.017418055556,11.7139944444444,352.959235520208,366.19866086351
2021-04-02,0.735370833333333,40.6829305555556,0,4.22719652777778,182.11695,17.6866868055556,319.258832779057,466.348707402235
2021-04-03,5.53776388888889,38.7674305555556,0,2.17316180555556,206.519157638889,16.2508340277778,361.33615258271,461.358109636872
2021-04-04,13.4808180555556,32.5986319444444,0,2.47872152777778,157.330969444444,13.4231152777778,383.021273143658,381.6601453529
2021-04-05,14.5642506944444,47.9003819444444,0,2.10551527777778,252.535198611111,14.5739569444444,389.870902777778,480.465077978339
2021-04-06,17.1648194444444,41.6893819444444,0,2.26477013888889,221.001426388889,13.4175541666667,403.581656139337,448.750570613409
2021-04-07,17.8617241,49.9652916666667,0,2.19575069444444,272.378038888889,11.9352805555556,410.960186174751,431.409907368421
2021-04-08,17.1256736111111,68.1824027777778,1.016,2.21927430555556,229.269819444444,9.97275347222222,404.803863405172,364.982325452017
2021-04-09,14.4795,94.2115486111111,0,1.41007916666667,205.937170833333,5.95115138888889,388.133623666523,165.76358688067
2021-04-10,14.5817638888889,99.0776388888889,17.78,2.02541180555556,199.686802777778,5.51132777777778,388.711801933577,171.16316144746
2021-04-11,16.5963194444444,59.3775902777778,0,2.01771388888889,147.873938888889,15.2422576388889,405.206908866291,455.788779637378
2021-04-12,14.5649791666667,52.6711805555556,0,2.84677708333333,191.890377083333,16.4085666666667,405.153611111111,447.013540880503
2021-04-13,16.2818680555556,46.9882222222222,0,2.04466111111111,190.392053472222,11.2860277777778,407.841725515063,401.567545327755
2021-04-14,15.3140833333333,68.6552361111111,4.318,1.69263541666667,230.229022916667,9.68607152777778,401.409147211726,307.678837743733
2021-04-15,11.9305631944444,57.2665833333333,0.254,2.21559305555556,148.050971527778,14.4772958333333,400.952361111111,422.732463131732
2021-04-16,10.72436875,44.5815902777778,0,2.48282708333333,160.643207638889,17.2971291666667,394.732361111111,523.415548387097
2021-04-17,11.0939548611111,51.7071736111111,0,1.60724930555556,196.13723125,9.85378958333333,395.187361111111,324.202621074669
2021-04-18,12.3176819444444,53.6023333333333,0,1.85690069444444,217.897478472222,11.9261354166667,398.904861111111,413.656633635729
2021-04-19,11.9422173611111,64.3242013888889,7.112,1.56527986111111,205.836404166667,10.0568215277778,397.841875,303.124531380753
2021-04-20,15.1038277777778,48.2769375,0,2.57443402777778,207.111375694444,16.0101368055556,400.332152777778,500.113537604457
2021-04-21,8.65899097222222,58.1509722222222,0,2.12337361111111,155.589580555556,15.8981895833333,393.621805555556,436.79610097493
2021-04-22,5.44059652777778,45.5995208333333,0,2.05024513888889,144.920326388889,13.9310194444444,380.749097222222,375.649560362875
2021-04-23,7.97273541666667,48.8396111111111,0,1.58360972222222,190.623538194444,11.6227895833333,365.600814914634,350.802324475524
2021-04-24,8.209675,79.9273680555555,15.494,1.61740486111111,221.173532638889,4.51290208333333,379.390069444444,100.86753125
2021-04-25,11.9043902777778,69.4376458333333,0,3.35057083333333,188.516080555556,14.7127020833333,389.841736111111,459.01275210084
2021-04-26,15.1300958333333,51.1116527777778,0,1.96001666666667,199.109286805556,16.4736541666667,400.556041666667,532.140483193277
2021-04-27,19.1698702444444,56.5859305555556,0,2.01194861111111,217.490961805556,16.2646270833333,412.990694444444,531.773896431071
2021-04-28,22.9956180555556,55.0448888888889,0,1.75902222222222,151.733103472222,13.2911916666667,433.31004535814,497.303179704017
2021-04-29,22.7508055555556,58.1966458333333,0,2.09550486111111,134.044029166667,7.81584583333333,436.715513406528,352.687666420664
2021-04-30,16.872375,42.6611875,0,3.82102291666667,155.656920833333,18.3897,418.605833333333,723.650308849558
2021-05-01,13.0848291666667,34.1175833333333,0,2.42331666666667,206.82329375,18.8821590277778,405.031111111111,767.85957920311
2021-05-02,19.6798472222222,38.0529097222222,0,2.04297986111111,175.234261111111,14.4399715277778,419.520208333333,857.477055214724
2021-05-03,17.8240277777778,95.3121041666667,3.81,1.56561527777778,213.509236805556,5.03445902777778,419.442986111111,145.474782879377
2021-05-04,20.3045833333333,86.7000694444444,1.27,1.68899791666667,167.241890277778,9.89650138888889,424.069986006864,527.29490198123
2021-05-05,18.4343125,69.6285277777778,0.508,2.49914305555556,148.608054166667,13.4012993055556,416.96022367424,927.687949704142
2021-05-06,12.1610666666667,57.8175763888889,0,1.85536666666667,215.993018055556,18.55380625,387.042574774614,746.232503267974
2021-05-07,10.0313486111111,67.8547291666667,0,1.83206388888889,189.104318055556,13.6215701388889,393.149546494781,295.636496806246
2021-05-08,11.3156284722222,50.6396041666667,0.254,2.51096527777778,152.871030555556,19.5668305555556,402.663611111111,644.913401581028
2021-05-09,14.7631694444444,55.7844305555556,0,2.49427847222222,162.896697916667,13.0714354166667,407.653263888889,644.324127984718
2021-05-10,16.4317013888889,62.3719305555556,0,2.64444861111111,161.058504861111,14.4453791666667,414.634791666667,560.525195380173
2021-05-11,14.1141736111111,56.8395972222222,0,1.66997152777778,234.63768125,14.6997284722222,411.847176655863,590.21827724359
2021-05-12,10.0248055555556,53.3670069444444,0,2.50530069444444,242.123322222222,12.3878673611111,401.581875,822.874575137687
2021-05-13,11.8750798611111,57.0158125,0,2.13260694444444,275.544247222222,17.1201284722222,404.232568125405,513.984199008499
2021-05-14,12.8153951388889,55.5012777777778,0,1.49615625,224.897084722222,12.3228194444444,408.545902777778,404.811066666667
2021-05-15,14.0910388888889,53.4880208333333,0,1.84216666666667,241.842392361111,17.0364715277778,410.053194150674,594.180346124328
2021-05-16,12.9527777777778,84.2270833333333,0.254,0.939765972222222,232.418684722222,5.82903611111111,406.138055555556,150.47876755618
2021-05-17,13.7888333333333,87.4319722222222,0,1.12450902777778,226.155539583333,6.2366125,407.800625,612.765830701754
2021-05-18,15.587125,85.1558958333333,0,1.26800555555556,215.725509027778,12.1194333333333,413.482638888889,1063.44565804935
2021-05-19,17.7241805555556,74.3455625,0,1.60166944444444,232.628179166667,16.3418381944444,424.551527777778,782.576025044723
2021-05-20,19.2631111111111,65.0226666666667,0,1.80184930555556,231.958076388889,18.1211222222222,430.353541666667,596.588256574272
2021-05-21,19.9175100888889,62.3981180555556,0,1.49680694444444,228.721075694444,18.4423291666667,430.672445597541,590.24353485064
2021-05-22,21.2096388888889,61.7250625,0,1.96008055555556,223.997178472222,13.6585527777778,436.983986058077,455.516366666667
2021-05-23,24.5411111111111,49.88475,0,2.94449722222222,206.351038888889,13.7472965277778,445.517409322935,499.549376955903
2021-05-24,22.7069930555556,72.4305972222222,0,2.02999444444444,222.990779861111,7.65214722222222,434.505625306656,278.522518046709
2021-05-25,20.2673333333333,92.2786388888889,0,1.24974166666667,195.212248611111,12.5203430555556,439.928361472985,353.479921484654
2021-05-26,24.6655486111111,65.7940902777778,0,1.63109930555556,167.376914583333,13.2556340277778,454.806606602109,463.446199714693
2021-05-27,22.4315208333333,63.698875,0,1.78724305555556,220.608159027778,13.6101402777778,446.778838006644,478.114202991453
2021-05-28,19.9415138888889,87.7022222222222,0,1.21391527777778,194.534084027778,8.44674375,444.867904688279,314.152261854211
2021-05-29,15.9341666666667,93.9548958333333,0,1.91184305555556,160.152321527778,7.53660347222222,433.421597222222,178.08908174771
2021-05-30,12.1524027777778,86.8597222222222,0,2.0966,226.314315277778,12.8830534722222,419.569444444444,321.7888270193
2021-05-31,15.1360416666667,74.1328541666667,0,1.64880625,176.891417361111,19.7269020833333,426.708958333333,550.761798138869
2021-06-01,17.9577222222222,76.2029236111111,0,1.20739722222222,175.623742361111,15.8929555555556,433.813263888889,484.620300071276
2021-06-02,19.9103402777778,80.1275486111111,0,1.69709236111111,192.029536111111,13.46805,438.105138888889,406.350823570924
